TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"광장시장","202507","인스타그램","1.00000",,,,"4.20000","43213.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"논현","202507","인스타그램","1.00000",,,,"3.70000","41.00000","수입업체","37.5136787","127.0317124","서울특별시 강남구 논현동 207-3","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"영종도","202507","인스타그램","1.00000",,,,"4.20000","83.00000","섬","37.5001","126.5358","인천 중구 운남동 671-3","인천광역시","중구","8799959.00000","8522762.00000","3.30000","54000423.00000","53981736.00000","18687.00000"
"마포대교","202507","인스타그램","1.00000",,"1.00000","-1.00000","4.50000","317.00000","다리","37.5337975","126.9371138","서울 영등포구 여의도동","서울특별시","마포구","10558488.00000","9729604.00000","8.50000","28593607.00000","27880940.00000","712667.00000"
"망원시장","202507","인스타그램","1.00000",,,,"4.30000","8463.00000","재래시장","37.5559018","126.9062854","서울특별시 마포구 포은로6길 27","서울특별시","마포구","10558488.00000","9729604.00000","8.50000","28593607.00000","27880940.00000","712667.00000"
"명동","202507","인스타그램","1.00000",,,,"4.30000","25132.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","12740409.00000","11694557.00000","8.90000","124576368.00000","104062291.00000","20514077.00000"
"묵호항","202507","인스타그램","1.00000",,,,"4.20000","102.00000","항구","37.5504","129.114","강원도 동해시 묵호진동 40-79","강원특별자치도","동해시","1171131.00000","1050168.00000","11.50000","186870.00000","91532.00000","95338.00000"
"경동시장","202507","인스타그램","1.00000",,,,"4.10000","10804.00000","시장","37.57973","127.03854","서울특별시 동대문구 제기동 1035","서울특별시","동대문구","4845900.00000","4247274.00000","14.10000","1299261.00000","1208462.00000","90799.00000"
"전주객사","202507","인스타그램","4.00000",,,,"4.10000","510.00000","역사적 명소","35.8205778","127.1447918","전북특별자치도 전주시 완산구 고사동 207","전북특별자치도","전주시 완산구","3524356.00000","3275783.00000","7.60000","729764.00000","573365.00000","156399.00000"
"제주동문시장","202507","인스타그램","1.00000",,,,"4.10000","35023.00000","시장","33.5115133","126.5262564","제주특별자치도 제주시 이도일동 1332-19","제주특별자치도","제주시","5360680.00000","4960277.00000","8.10000","29903109.00000","20042953.00000","9860156.00000"
"제주동문시장","202507","채널전체","1.00000",,,,"4.10000","35023.00000","시장","33.5115133","126.5262564","제주특별자치도 제주시 이도일동 1332-19","제주특별자치도","제주시","5360680.00000","4960277.00000","8.10000","29903109.00000","20042953.00000","9860156.00000"
"예술의전당","202507","채널전체","1.00000","1.00000",,"1.00000","4.60000","11997.00000","아트 센터","37.4792903","127.0128613","서울특별시 서초구 남부순환로 2406","서울특별시","서초구","16840390.00000","14292519.00000","17.80000","28699054.00000","22932059.00000","5766995.00000"
"포시즌스호텔","202507","채널전체","3.00000","3.00000",,"1.00000","4.60000","7062.00000","5성급 호텔","37.5706978","126.9755073","서울특별시 종로구 당주동 새문안로 97","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"파주출판단지","202507","채널전체","3.00000",,,,"4.50000","30.00000","공원","37.7108074","126.6841874","경기도 파주시 직지길 250","경기도","파주시","4445955.00000","4072572.00000","9.20000","4375721.00000","2048843.00000","2326878.00000"
"자만벽화마을","202507","채널전체","4.00000",,,,"4.00000","1659.00000","관광 명소","35.8142152","127.1572118","전북특별자치도 전주시 완산구 교동 54-89","전북특별자치도","전주시 완산구","3524356.00000","3275783.00000","7.60000","729764.00000","573365.00000","156399.00000"
"코엑스몰","202507","채널전체","42.00000","11.00000","3.00000","2.70000","4.30000","24091.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"전쟁기념관","202507","채널전체","1.00000",,,,"4.60000","17637.00000","전쟁 박물관","37.5366059","126.9771397","서울특별시 용산구 이태원로 29","서울특별시","용산구","10113337.00000","8725101.00000","15.90000","39515681.00000","14975294.00000","24540387.00000"
"홍대역","202507","채널전체","4.00000","1.00000",,"1.00000","4.50000","8434.00000","관광 명소","37.557527","126.9244669","서울특별시 홍대입구역","서울특별시","마포구","10558488.00000","9729604.00000","8.50000","28593607.00000","27880940.00000","712667.00000"
"용두산공원","202507","채널전체","1.00000",,,,"4.30000","6224.00000","공원","35.1006536","129.0326226","부산광역시 중구 용두산길 37-55 용두산공원","부산광역시","중구","3446044.00000","3238924.00000","6.40000","12704838.00000","6635471.00000","6069367.00000"
"전주 한옥마을","202507","채널전체","1.00000",,,,"4.10000","28848.00000","관광 명소","35.8175376","127.1520417","전북특별자치도 전주시 완산구 기린대로 99","전북특별자치도","전주시 완산구","3524356.00000","3275783.00000","7.60000","729764.00000","573365.00000","156399.00000"
"청주국제공항","202507","채널전체","3.00000",,,,"4.40000","2728.00000","국제 공항","36.7164","127.4989","충청북도 청주시 청원구 내수읍 오창대로 980","충청북도","청주시 청원구","2489592.00000","2313059.00000","7.60000","398731.00000","351508.00000","47223.00000"
"한라산","202507","채널전체","2.00000","1.00000","1.00000",,"4.70000","774.00000","산봉우리","33.3616666","126.5291666","제주특별자치도 제주시 오등동 산57번지 한라산골프장내","제주특별자치도","서귀포시","3849930.00000","3590912.00000","7.20000","11480514.00000","11476410.00000","4104.00000"
"전주객사","202507","채널전체","4.00000",,,,"4.10000","510.00000","역사적 명소","35.8205778","127.1447918","전북특별자치도 전주시 완산구 고사동 207","전북특별자치도","전주시 완산구","3524356.00000","3275783.00000","7.60000","729764.00000","573365.00000","156399.00000"
"이태원","202507","채널전체","157.00000","9.00000","21.00000","-0.60000","4.30000","650.00000","폭포","33.246944","126.554417","제주특별자치도 서귀포시 남성중로 2-15","제주특별자치도","서귀포시","3849930.00000","3590912.00000","7.20000","11480514.00000","11476410.00000","4104.00000"
"청계천","202507","채널전체","29.00000","17.00000","9.00000","0.90000","4.50000","9556.00000","공원","37.5691015","126.9786692","서울특별시 중구 무교동 80-1","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"인사동","202507","채널전체","3.00000",,,,"4.30000","13174.00000","관광 명소","37.5717174","126.9860732","서울특별시 종로구 인사동 153-10","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"인천국제공항","202507","채널전체","46.00000","1.00000","4.00000","-0.80000","4.50000","32050.00000","국제공항","37.458666","126.4419679","인천광역시 중구 공항로 272 인천국제공항 (ICN)","인천광역시","중구","8799959.00000","8522762.00000","3.30000","54000423.00000","53981736.00000","18687.00000"
"창덕궁","202507","채널전체","2.00000",,,,"4.60000","13190.00000","문화적 랜드마크","37.5794309","126.9910426","서울특별시 종로구 율곡로 99","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"이화여자대학교","202507","채널전체","13.00000","1.00000",,"1.00000","4.20000","265.00000","관광 명소","37.5210566","127.0228686","서울특별시 강남구 신사동 667-13","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"해운대해수욕장","202507","채널전체","36.00000","9.00000","6.00000","0.50000","4.60000","2453.00000","공원","37.5509895","126.9908991","서울특별시 남산서울타워","서울특별시","중구","12740409.00000","11694557.00000","8.90000","124576368.00000","104062291.00000","20514077.00000"
"창경궁","202507","채널전체","1.00000",,"1.00000","-1.00000","4.70000","4434.00000","문화적 랜드마크","37.5787512","126.9948775","서울특별시 종로구 와룡동 2-1","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"정자역","202507","채널전체","1.00000",,,,"4.40000","27.00000","교통 허브","37.366766","127.108265","성남시 정자역","경기도","성남시 분당구","8022521.00000","7338520.00000","9.30000","19627325.00000","9163924.00000","10463401.00000"
"청와대","202507","채널전체","29.00000",,"1.00000","-1.00000","4.30000","6592.00000","관광 명소","37.5866076","126.974811","서울특별시 종로구 청와대로 1","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"합천영상테마파크","202507","채널전체","6.00000",,,,"4.10000","3986.00000","테마파크","35.5492109","128.07312","경상남도 합천군 용주면 합천호수로 757","경상남도","합천군","515214.00000","476710.00000","8.10000","19936.00000","6620.00000","13316.00000"
"서울대학교","202507","채널전체","18.00000",,"7.00000","-1.00000","4.40000","2044.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","5917775.00000","5228030.00000","13.20000","8845043.00000","728097.00000","8116946.00000"
"대전지방법원","202507","채널전체","1.00000",,,,"3.60000","29.00000","시 법원","36.3542962","127.3892728","대전광역시 서구 둔산중로78번길 45","대전광역시","서구","5639280.00000","5222619.00000","8.00000","1028454.00000","488231.00000","540223.00000"
"강변","202507","채널전체","1.00000",,,,"4.10000","819.00000","전자제품 판매점","37.535098","127.094695","서울특별시 광진구 강변역로 53 강변","서울특별시","광진구","6221509.00000","5654082.00000","10.00000","12224064.00000","11598064.00000","626000.00000"
"명동","202507","채널전체","6.00000","1.00000","1.00000",,"4.30000","25132.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","12740409.00000","11694557.00000","8.90000","124576368.00000","104062291.00000","20514077.00000"
"망원시장","202507","채널전체","1.00000",,,,"4.30000","8463.00000","재래시장","37.5559018","126.9062854","서울특별시 마포구 포은로6길 27","서울특별시","마포구","10558488.00000","9729604.00000","8.50000","28593607.00000","27880940.00000","712667.00000"
"거제","202507","채널전체","1.00000",,,,"4.30000","216.00000","섬","34.8931951","128.6091247","경상남도 거제시 장평동 7-9","경상남도","거제시","2123604.00000","2017911.00000","5.20000","2095706.00000","1110346.00000","985360.00000"
"마포대교","202507","채널전체","4.00000","2.00000","1.00000","1.00000","4.50000","317.00000","다리","37.5337975","126.9371138","서울 영등포구 여의도동","서울특별시","마포구","10558488.00000","9729604.00000","8.50000","28593607.00000","27880940.00000","712667.00000"
"독립기념관","202507","채널전체","2.00000",,,,"4.60000","9602.00000","역사 박물관","36.7812042","127.2264822","충청남도 천안시 동남구 목천읍 독립기념관로 1 독립기념관","충청남도","천안시 동남구","3989181.00000","3685874.00000","8.20000","313231.00000","288540.00000","24691.00000"
"영종도","202507","채널전체","1.00000",,,,"4.20000","83.00000","섬","37.5001","126.5358","인천 중구 운남동 671-3","인천광역시","중구","8799959.00000","8522762.00000","3.30000","54000423.00000","53981736.00000","18687.00000"
"건대입구","202507","채널전체","8.00000","1.00000","4.00000","-0.80000","4.10000","828.00000","쇼핑몰","37.540372","127.069276","서울특별시 화양동 건대입구","서울특별시","광진구","6221509.00000","5654082.00000","10.00000","12224064.00000","11598064.00000","626000.00000"
"논현","202507","채널전체","3.00000",,,,"3.70000","41.00000","수입업체","37.5136787","127.0317124","서울특별시 강남구 논현동 207-3","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"노량진 수산물 도매시장","202507","채널전체","1.00000",,,,"4.30000","288.00000","관광 명소","37.5385051","126.9925224","서울특별시 용산구 이태원동 213-4","서울특별시","용산구","10113337.00000","8725101.00000","15.90000","39515681.00000","14975294.00000","24540387.00000"
"경동시장","202507","채널전체","1.00000",,,,"4.10000","10804.00000","시장","37.57973","127.03854","서울특별시 동대문구 제기동 1035","서울특별시","동대문구","4845900.00000","4247274.00000","14.10000","1299261.00000","1208462.00000","90799.00000"
"남한산성","202507","채널전체","374.00000","1.00000","10.00000","-0.90000","4.40000","1758.00000","문화 유산 보존","37.4789","127.18","경기도 광주시 남한산성면 남한산성로 784-29","경기도","광주시","4024121.00000","3712138.00000","8.40000","513206.00000","264438.00000","248768.00000"
"남이섬","202507","채널전체","2.00000","2.00000",,"1.00000","4.40000","36800.00000","자연보호구역","37.7899352","127.5258072","춘천시 남산면 방하리 197번지 남이섬내 춘천시 강원도 KR","경기도","가평군","2688308.00000","2482872.00000","8.30000","655573.00000","285133.00000","370440.00000"
"남원 광한루원","202507","채널전체","4.00000",,,,"4.30000","5237.00000","정원","35.4151468","127.3862661","전북특별자치도 남원시 향교동 244-6","전북특별자치도","남원시","955878.00000","866502.00000","10.30000","37336.00000","22803.00000","14533.00000"
"경복궁","202507","채널전체","1.00000",,,,"4.60000","44514.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"남산","202507","채널전체","174.00000","14.00000","22.00000","-0.40000","4.70000","678.00000","산봉우리","37.5537586","126.9809696","서울특별시 중구 회현동1가 100-166","서울특별시","중구","12740409.00000","11694557.00000","8.90000","124576368.00000","104062291.00000","20514077.00000"
"낙산공원","202507","채널전체","6.00000","3.00000","3.00000",,"4.50000","5864.00000","공원","37.5806571","127.0074835","서울특별시 종로구 낙산길 41 낙산공원","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"김포공항","202507","채널전체","2.00000","2.00000",,"1.00000","4.40000","11320.00000","국제공항","37.5655383","126.8013282","서울특별시 강서구 하늘길 112 김포국제공항 (GMP)","서울특별시","강서구","8323616.00000","6892896.00000","20.80000","9967592.00000","9716966.00000","250626.00000"
"군산근대역사박물관","202507","채널전체","1.00000",,,,"4.10000","5377.00000","지역사 박물관","35.9906994","126.7119653","전북특별자치도 군산시 장미동 1-67","전북특별자치도","군산시","2132459.00000","1980457.00000","7.70000","969266.00000","960564.00000","8702.00000"
"경포해변","202507","채널전체","2.00000","2.00000",,"1.00000","4.40000","302.00000","해변","37.8054863","128.9078306","강원특별자치도 강릉시 안현동 산1-9","강원특별자치도","강릉시","3377521.00000","2973705.00000","13.60000","1566461.00000","881921.00000","684540.00000"
"광장시장","202507","채널전체","1.00000",,,,"4.20000","43213.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"국회의사당","202507","채널전체","4.00000",,"1.00000","-1.00000","4.10000","401.00000","관공서","37.5318046","126.9141547","서울특별시 영등포구 여의동 1","서울특별시","영등포구","10666071.00000","9752904.00000","9.40000","22372483.00000","21700470.00000","672013.00000"
"국립중앙박물관","202507","채널전체","3.00000","3.00000",,"1.00000","4.70000","26719.00000","국립박물관","37.5238506","126.9804702","서울특별시 용산구 서빙고로 137","서울특별시","용산구","10113337.00000","8725101.00000","15.90000","39515681.00000","14975294.00000","24540387.00000"
"무안국제공항","202507","채널전체","2.00000",,,,"3.90000","260.00000","국제 공항","34.9935","126.3878","전라남도 무안군 망운면 공항로 970-260","전라남도","무안군","1428770.00000","1274749.00000","12.10000","413132.00000","124244.00000","288888.00000"
"광주극장","202507","채널전체","2.00000",,"2.00000","-1.00000","4.40000","311.00000","영화관","35.1497968","126.9124823","광주광역시 동구 충장로4가 64","광주광역시","동구","2911384.00000","2672551.00000","8.90000","532404.00000","260797.00000","271607.00000"
"광화문","202507","채널전체","38.00000","2.00000","2.00000",,"4.50000","13397.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"보라매공원","202507","채널전체","1.00000",,,,"4.50000","7539.00000","시티 공원","37.4932342","126.9197115","서울특별시 동작구 신대방동 395","서울특별시","동작구","5443578.00000","4901344.00000","11.10000","2125427.00000","635147.00000","1490280.00000"
"압구정동","202507","채널전체","12.00000","1.00000","1.00000",,"4.30000","235.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"아침고요수목원","202507","채널전체","7.00000","7.00000",,"1.00000","4.40000","16903.00000","수목원","37.7439678","127.3524864","경기도 가평군 상면 수목원로 432 아침고요수목원","경기도","가평군","2688308.00000","2482872.00000","8.30000","655573.00000","285133.00000","370440.00000"
"신촌","202507","채널전체","4.00000","3.00000",,"1.00000","4.70000","1730.00000","대학교","37.5650797","126.9399549","서울특별시 서대문구 연세로 50-1","서울특별시","서대문구","7752321.00000","7170096.00000","8.10000","32367153.00000","7080703.00000","25286450.00000"
"세브란스병원","202507","채널전체","1.00000",,,,"3.70000","466.00000","대학병원","37.5623371","126.9408692","서울특별시 서대문구 신촌동 연세로 50-1","서울특별시","서대문구","7752321.00000","7170096.00000","8.10000","32367153.00000","7080703.00000","25286450.00000"
"성수동","202507","채널전체","4.00000",,,,"4.60000","25.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","6505558.00000","5089098.00000","27.80000","30228141.00000","9961119.00000","20267022.00000"
"성북동","202507","채널전체","9.00000","2.00000",,"1.00000","4.60000","3078.00000","불교사찰","37.5952093","126.9978087","서울특별시 성북동성당","서울특별시","성북구","4958037.00000","3909472.00000","26.80000","7508164.00000","892403.00000","6615761.00000"
"섭지코지","202507","채널전체","3.00000","3.00000",,"1.00000","4.40000","15947.00000","명승지","33.4242095","126.931111","제주특별자치도 서귀포시 성산읍 섭지코지로 섭지코지","제주특별자치도","서귀포시","3849930.00000","3590912.00000","7.20000","11480514.00000","11476410.00000","4104.00000"
"N서울타워","202507","채널전체","3.00000","1.00000","2.00000","-0.50000","4.50000","63982.00000","관광 명소","37.5511694","126.9882266","서울특별시 용산구 남산공원길 105","서울특별시","용산구","10113337.00000","8725101.00000","15.90000","39515681.00000","14975294.00000","24540387.00000"
"서울월드컵경기장","202507","채널전체","1.00000",,,,"4.40000","9276.00000","경기장","37.5682617","126.8972735","서울특별시 마포구 월드컵로 240","서울특별시","마포구","10558488.00000","9729604.00000","8.50000","28593607.00000","27880940.00000","712667.00000"
"서울아트시네마","202507","채널전체","10.00000","8.00000",,"1.00000","4.70000","60.00000","영화관","37.568038","126.9695876","서울특별시 중구 정동길 3","서울특별시","중구","12740409.00000","11694557.00000","8.90000","124576368.00000","104062291.00000","20514077.00000"
"묵호항","202507","채널전체","1.00000",,,,"4.20000","102.00000","항구","37.5504","129.114","강원도 동해시 묵호진동 40-79","강원특별자치도","동해시","1171131.00000","1050168.00000","11.50000","186870.00000","91532.00000","95338.00000"
"서울시청","202507","채널전체","2.00000","2.00000",,"1.00000","4.30000","821.00000","시청","37.550263","126.9970831","서울특별시 중구 세종대로 110","서울특별시","중구","12740409.00000","11694557.00000","8.90000","124576368.00000","104062291.00000","20514077.00000"
"효창공원","202507","채널전체","1.00000",,"1.00000","-1.00000","4.30000","2964.00000","공원","37.5450482","126.9603142","서울특별시 용산구 효창원로 177-18 효창공원","서울특별시","용산구","10113337.00000","8725101.00000","15.90000","39515681.00000","14975294.00000","24540387.00000"
"서문시장","202507","채널전체","1.00000",,,,"4.20000","18412.00000","재래시장","35.8688497","128.5807879","대구광역시 중구 큰장로26길 45","대구광역시","중구","5810500.00000","5574607.00000","4.20000","2489801.00000","1155913.00000","1333888.00000"
"샤롯데씨어터","202507","채널전체","1.00000",,,,"4.40000","3851.00000","공연예술 극장","37.5107077","127.0998494","서울특별시 송파구 올림픽로 240","서울특별시","송파구","11655973.00000","10461220.00000","11.40000","35386932.00000","34413734.00000","973198.00000"
"북촌한옥마을","202507","채널전체","5.00000","3.00000",,"1.00000","4.40000","22718.00000","명소","37.5814696","126.9849519","서울특별시 종로구 가회동 30-9","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"부평깡통시장","202507","채널전체","7.00000",,,,"4.10000","19107.00000","재래시장","35.1014118","129.0265106","부산광역시 중구 부평2길 44","부산광역시","중구","3446044.00000","3238924.00000","6.40000","12704838.00000","6635471.00000","6069367.00000"
"부천시청","202507","채널전체","1.00000","1.00000",,"1.00000","4.20000","358.00000","시청","37.504681","126.763618","경기도 부천시 원미구 중동 길주로 부천시청","경기도","부천시 원미구","5639021.00000","5310361.00000","6.20000","5295581.00000","2556785.00000","2738796.00000"
"부산 국제시장","202507","채널전체","45.00000","1.00000","25.00000","-1.00000","4.10000","12613.00000","시장","35.1731121","129.0714122","부산광역시 양정역","부산광역시","부산진구","6542669.00000","5907300.00000","10.80000","33768415.00000","16602044.00000","17166371.00000"
"강남","202507","채널전체","18.00000","3.00000","3.00000",,"4.10000","597.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"서울드래곤시티","202507","채널전체","2.00000","2.00000",,"1.00000","4.30000","4544.00000","5성급 호텔","37.5319199","126.9624425","서울특별시 용산구 청파로20길 95 스카이킹덤 31F","서울특별시","용산구","10113337.00000","8725101.00000","15.90000","39515681.00000","14975294.00000","24540387.00000"
"N서울타워","202507","커뮤니티","1.00000","1.00000",,"1.00000","4.50000","63982.00000","관광 명소","37.5511694","126.9882266","서울특별시 용산구 남산공원길 105","서울특별시","용산구","10113337.00000","8725101.00000","15.90000","39515681.00000","14975294.00000","24540387.00000"
"홍대역","202507","커뮤니티","3.00000","1.00000",,"1.00000","4.50000","8434.00000","관광 명소","37.557527","126.9244669","서울특별시 홍대입구역","서울특별시","마포구","10558488.00000","9729604.00000","8.50000","28593607.00000","27880940.00000","712667.00000"
"거제","202507","커뮤니티","1.00000",,,,"4.30000","216.00000","섬","34.8931951","128.6091247","경상남도 거제시 장평동 7-9","경상남도","거제시","2123604.00000","2017911.00000","5.20000","2095706.00000","1110346.00000","985360.00000"
"해운대해수욕장","202507","커뮤니티","25.00000","6.00000","6.00000",,"4.60000","2453.00000","공원","37.5509895","126.9908991","서울특별시 남산서울타워","서울특별시","중구","12740409.00000","11694557.00000","8.90000","124576368.00000","104062291.00000","20514077.00000"
"강남","202507","커뮤니티","8.00000","1.00000","1.00000",,"4.10000","597.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"압구정동","202507","커뮤니티","1.00000",,,,"4.30000","235.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"코엑스몰","202507","커뮤니티","5.00000",,,,"4.30000","24091.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"국회의사당","202507","커뮤니티","2.00000",,,,"4.10000","401.00000","관공서","37.5318046","126.9141547","서울특별시 영등포구 여의동 1","서울특별시","영등포구","10666071.00000","9752904.00000","9.40000","22372483.00000","21700470.00000","672013.00000"
"남산","202507","커뮤니티","21.00000","2.00000","3.00000","-0.30000","4.70000","678.00000","산봉우리","37.5537586","126.9809696","서울특별시 중구 회현동1가 100-166","서울특별시","중구","12740409.00000","11694557.00000","8.90000","124576368.00000","104062291.00000","20514077.00000"
"남한산성","202507","커뮤니티","360.00000","1.00000","7.00000","-0.90000","4.40000","1758.00000","문화 유산 보존","37.4789","127.18","경기도 광주시 남한산성면 남한산성로 784-29","경기도","광주시","4024121.00000","3712138.00000","8.40000","513206.00000","264438.00000","248768.00000"
"청계천","202507","커뮤니티","29.00000","17.00000","9.00000","0.90000","4.50000","9556.00000","공원","37.5691015","126.9786692","서울특별시 중구 무교동 80-1","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"창경궁","202507","커뮤니티","1.00000",,"1.00000","-1.00000","4.70000","4434.00000","문화적 랜드마크","37.5787512","126.9948775","서울특별시 종로구 와룡동 2-1","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"마포대교","202507","커뮤니티","1.00000",,,,"4.50000","317.00000","다리","37.5337975","126.9371138","서울 영등포구 여의도동","서울특별시","마포구","10558488.00000","9729604.00000","8.50000","28593607.00000","27880940.00000","712667.00000"
"명동","202507","커뮤니티","3.00000","1.00000",,"1.00000","4.30000","25132.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","12740409.00000","11694557.00000","8.90000","124576368.00000","104062291.00000","20514077.00000"
"무안국제공항","202507","커뮤니티","2.00000",,,,"3.90000","260.00000","국제 공항","34.9935","126.3878","전라남도 무안군 망운면 공항로 970-260","전라남도","무안군","1428770.00000","1274749.00000","12.10000","413132.00000","124244.00000","288888.00000"
"보라매공원","202507","커뮤니티","1.00000",,,,"4.50000","7539.00000","시티 공원","37.4932342","126.9197115","서울특별시 동작구 신대방동 395","서울특별시","동작구","5443578.00000","4901344.00000","11.10000","2125427.00000","635147.00000","1490280.00000"
"부산 국제시장","202507","커뮤니티","26.00000","1.00000","22.00000","-1.00000","4.10000","12613.00000","시장","35.1731121","129.0714122","부산광역시 양정역","부산광역시","부산진구","6542669.00000","5907300.00000","10.80000","33768415.00000","16602044.00000","17166371.00000"
"서울대학교","202507","커뮤니티","7.00000",,"7.00000","-1.00000","4.40000","2044.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","5917775.00000","5228030.00000","13.20000","8845043.00000","728097.00000","8116946.00000"
"이화여자대학교","202507","커뮤니티","1.00000",,,,"4.20000","265.00000","관광 명소","37.5210566","127.0228686","서울특별시 강남구 신사동 667-13","서울특별시","강남구","20744601.00000","19142851.00000","8.40000","97290219.00000","4132617.00000","93157602.00000"
"이태원","202507","커뮤니티","10.00000",,"2.00000","-1.00000","4.30000","650.00000","폭포","33.246944","126.554417","제주특별자치도 서귀포시 남성중로 2-15","제주특별자치도","서귀포시","3849930.00000","3590912.00000","7.20000","11480514.00000","11476410.00000","4104.00000"
"광화문","202507","커뮤니티","1.00000","1.00000",,"1.00000","4.50000","13397.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","11929855.00000","10860055.00000","9.90000","21049347.00000","20600305.00000","449042.00000"
"효창공원","202507","커뮤니티","1.00000",,"1.00000","-1.00000","4.30000","2964.00000","공원","37.5450482","126.9603142","서울특별시 용산구 효창원로 177-18 효창공원","서울특별시","용산구","10113337.00000","8725101.00000","15.90000","39515681.00000","14975294.00000","24540387.00000"
